,Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
255,Lady Gaga,Telephone,2010,3,2010-04-01,33,"Synth-Pop,Electronic,Electro-Pop,Dance-Pop,Pop",0.005999687034022413,0.815578465063001,0.8255133524843069,0.4545454545454546,0.4520997415797556,0.7190117696956844,4
256,Nelly,Ride Wit Me,2001,3,2001-06-19,29,"Hip-Hop,Pop,Rap",0.06298346229205778,0.8442153493699884,0.6850728800936269,0.6363636363636364,0.3278483276694688,0.7285547661965857,4
257,Train,"Hey, Soul Sister",2010,3,2010-04-15,54,"Folk,Pop,Pop-Rock",0.1891596307263224,0.6414662084765177,0.8829662730077666,0.09090909090909091,0.2978555437001585,0.8059590711483406,1
258,Usher,U Don't Have To Call,2002,3,2002-04-30,26,"Neo Soul,Soul Pop,Soul,Hip-Hop,Pop,R&;B",0.04887299937153225,0.7789232531500572,0.5446324077029471,0.09090909090909091,0.3163150136611179,0.817622733538331,1
259,Enrique Iglesias,Hero,2001,3,2001-11-20,34,"Spanish Music,Latin Pop,Pop",0.1503047328292231,0.5063001145475372,0.6191084157889137,0.6363636363636364,0.6365834253325848,0.1209839889725374,0
260,French Montana,Unforgettable,2017,3,2017-08-19,42,"Dancehall,Rap",0.02995679907952338,0.702176403207331,0.7584849452069369,0.5454545454545454,0.3038565675130597,0.7402184285865763,4
261,"Bruno Mars, Cardi B",Finesse,2018,3,2018-02-24,23,"Electro-Funk,New Jack Swing,Remix,Soul Pop,Soul,Funk-Pop,Funk,West Coast,East Coast,Rap,R&;B,Pop",0.007983331821400638,0.7193585337915235,0.7893392914139801,0.4545454545454546,0.3468320391762623,0.9586470151627611,4
262,3 Doors Down,Kryptonite,2000,3,2000-11-07,53,"Alternative,Post-Grunge,Alternative Rock,Rock",0.006787009965095215,0.4948453608247423,0.8606234705819767,1.0,0.3101721362534615,0.5387551691231045,4
263,Jennifer Lopez,Love Don't Cost A Thing,2001,3,2001-02-27,21,"Pop,R&;B",0.003116244611132411,0.7709049255441006,0.8361527822108735,0.3636363636363636,0.3013402080930559,0.689322447248436,4
264,Dido,Thank You,2001,3,2001-04-24,39,"Trip-Hop,Pop,Rock",0.2903868647213969,0.697594501718213,0.573358867964677,0.09090909090909091,0.1928098730101949,0.7455200933092991,1
265,"J Balvin, Willy William",Mi Gente,2017,3,2017-10-21,30,"Dancehall,Latin Music,En Espa\xc3\xb1ol,Pop",0.01830032971039358,0.7571592210767468,0.6712416214490904,1.0,0.3468690444618506,0.2895769271551267,2
266,Mariah Carey,All I Want For Christmas Is You,2019,3,2019-01-05,30,"East Coast,Christmas,R&;B,Pop",0.1676871871516096,0.2542955326460482,0.605277157144377,0.6363636363636364,0.6263699665102167,0.329869579047821,0
267,Lil Pump,Gucci Gang,2017,3,2017-12-02,24,"Memes,Trap,Rap",0.2443744856327267,0.9427262313860252,0.4967549739333972,0.4545454545454546,0.438950530100716,0.7041671084720604,4
268,Britney Spears,Circus,2008,3,2008-12-18,22,"Electro-Pop,Dance-Pop,Pop",0.1503047328292231,0.7766323024054982,0.7201829981912969,0.5454545454545454,0.4086740389418955,0.7699077510338246,4
269,Nelly,Over And Over,2004,3,2004-12-01,24,"Adult Contemporary,Pop Country,Country Rap,Hip-Hop,Pop,Country,Neo Soul,R&;B,Rap",0.007482308137990675,0.6013745704467354,0.4956910309607405,0.6363636363636364,0.746674149957752,0.4306012087795568,0
270,Destiny's Child,Lose My Breath,2004,3,2004-11-24,23,"R&;B,Pop",0.007431183272336598,0.8029782359679267,0.8967975316523035,0.09090909090909091,0.4335354233096293,0.5408758350121938,1
271,Jennifer Lopez,On The Floor,2011,3,2011-05-19,29,"Dance-Pop,Dance,Rap,Pop",0.1104273376190422,0.706758304696449,0.7669964889881903,0.2727272727272727,0.5013106038645854,0.5896511504612447,1
272,The Pussycat Dolls,Buttons,2006,3,2006-09-20,30,Rap,0.1820021495347515,0.5234822451317296,0.8138099797850834,0.1818181818181818,0.9999999999999998,0.3956102216095854,1
273,The Fray,How To Save A Life,2006,3,2006-10-04,58,"Piano,Adult Contemporary,Adult Alternative,Pop-Rock,Alternative Rock,Pop,Rock",0.2750494050251735,0.6036655211912944,0.7308224279178636,0.9090909090909092,0.4521860872461282,0.3457745732159898,2
274,David Cook,The Time Of My Life,2008,3,2008-06-05,20,Pop,0.05531473244394609,0.3447880870561282,0.5552718374295137,0.7272727272727273,0.6552525919118781,0.2609479376524229,0
275,Hinder,Lips Of An Angel,2006,3,2006-10-11,33,"Alternative Rock,Rock",0.02218581950010352,0.415807560137457,0.7233748271092669,0.1818181818181818,0.4956611302647728,0.2291379493160853,1
276,Lady Gaga,The Edge Of Glory,2011,3,2011-05-26,24,"Electronic Rock,Electronic,Electro-Pop,Disco,Dance-Pop,Pop",0.0003278944383589949,0.5383734249713631,0.7574210022342802,0.8181818181818182,0.4886794663837817,0.3415332414378116,0
277,"Cardi B, Bruno Mars",Please Me,2019,3,2019-03-16,19,"Rap,East Coast,West Coast,Soul Pop,R&;B,Pop",0.06564195530606984,0.7262313860252004,0.5467602936482604,0.09090909090909091,0.5259314538759954,0.6522107941893756,1
278,"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,2014,3,2014-10-03,31,"UK,Pop,Rap",0.2658469292074394,0.679266895761741,0.7765719757421001,0.0,0.6248342471583024,0.7593044215883786,1
279,The Wanted,Glad You Came,2012,3,2012-04-27,37,"Dance-Pop,Pop",0.05725747733880105,0.5693012600229095,0.8350888392382168,0.6363636363636364,0.4821233632870561,0.4199978793341109,0
280,Iggy Azalea,Black Widow,2014,3,2014-10-17,30,"Australia,UK,Pop,Rap",0.1963171119178933,0.7216494845360825,0.7063517395467602,1.0,0.7109455467222567,0.5133071784540346,0
281,Khalid,Talk,2019,3,2019-06-08,20,"Synth-Pop,Pop",0.05122474319161983,0.9014891179839633,0.3658899882966273,0.0,0.538322057000475,0.3213869154914644,1
282,50 Cent,Disco Inferno,2005,3,2005-03-23,29,Rap,0.2106320743010351,0.9301260022909508,0.6414512182147037,0.2727272727272727,0.2978925489857467,0.7158307708620506,1
283,The Lumineers,Ho Hey,2012,3,2012-12-28,62,"Adult Alternative,Adult Contemporary,Pop,Pop-Rock,Indie Pop,Indie Rock,Folk Rock,Rock",0.8118604943929929,0.6552119129438717,0.4361102244919672,0.0,0.1925385009158808,0.3372919096596331,3
284,Rihanna,Stay,2013,3,2013-05-10,32,"Soul Pop,Piano,Ballad,Adult Contemporary,R&;B,Pop",0.9662575886683085,0.5819014891179839,0.2701351207575274,0.8181818181818182,0.3896348195067195,0.09553599830346729,3
285,"Ray J, Yung Berg",Sexy Can I,2008,3,2008-04-03,26,Pop,0.14825973820306,0.3734249713631157,0.6584743057772103,0.09090909090909091,0.2633357797938805,0.9650090128300286,1
286,Rihanna,Don't Stop The Music,2008,3,2008-02-20,30,"Electro-Pop,Dance-Pop,Electro House,House,Dance,Electronic,Pop",0.03435353752577409,0.827033218785796,0.6520906479412704,0.5454545454545454,0.456090144875693,0.5376948361785601,4
287,LFO,Summer Girls,1999,3,1999-09-13,17,"Boy Band,Pop",0.1646196952123649,0.8029782359679267,0.7999787211405468,0.6363636363636364,0.3151493471650867,0.7455200933092991,4
288,Imagine Dragons,Radioactive,2013,3,2013-07-05,87,"Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",0.1083823429928791,0.3837342497136311,0.7744440897967869,0.8181818181818182,0.5398269386143988,0.2132329551479165,0
289,"will.i.am, Britney Spears",Scream & Shout,2013,3,2013-02-15,24,Rap,0.0194250767547833,0.7548682703321878,0.6691137355037771,0.4545454545454546,0.5015141329353208,0.494221185452232,1
290,T.I.,What You Know,2006,3,2006-04-19,20,Rap,0.01584633615899784,0.5017182130584192,0.8021066070858602,1.0,0.1526221328613103,0.3150249178241968,2
291,fun.,Some Nights,2012,3,2012-11-16,56,"Adult Alternative,Pop-Rock,Piano,Adult Contemporary,Pop,Alternative Rock,Alternative Pop,Indie Rock,Indie Pop,Rock",0.01819807997908543,0.6403207331042383,0.7255027130545803,0.0,0.3652421687564374,0.3786448944968721,1
292,Sean Paul,Give It Up To Me,2006,3,2006-09-06,22,"Jamaica,Dancehall,Rap",0.1687096844646912,0.849942726231386,0.6574103628045537,0.6363636363636364,0.2915584776025509,0.5758668221821652,4
293,Eminem,Berzerk,2013,3,2013-09-13,20,"Rap Rock,Hip-Hop,Rap",0.02218581950010352,0.7170675830469646,0.8680710713905735,1.0,0.2859645119311208,0.6882621143038914,4
294,One Direction,Live While We're Young,2012,3,2012-10-19,16,"Boy Band,Bubblegum Pop,UK,Pop",0.06431270879906381,0.6242840778923252,0.8308330673475902,0.1818181818181818,0.4767329266863616,0.9554660163291275,1
295,Kelis,Milkshake,2003,3,2003-12-23,22,"Screen,Soundtrack,Dance,Pop,R&;B",0.009537527737284612,0.8865979381443299,0.7638046600702203,0.09090909090909091,0.3964622946977592,0.8388293924292227,1
296,Flo Rida,Good Feeling,2012,3,2012-01-26,37,Rap,0.06012046981542941,0.679266895761741,0.8872220448983934,0.09090909090909091,0.4890495192396647,0.689322447248436,1
297,Jessica Simpson,I Wanna Love You Forever,1999,3,1999-12-27,20,"Ballad,Pop",0.1595072086469571,0.5463917525773195,0.6488988190233003,0.3636363636363636,0.34121340331444,0.04177711801505674,3
298,Foster The People,Pumped Up Kicks,2011,3,2011-10-20,40,"Indie Rock,Adult Alternative,Memes,Electronic Rock,Electro-Pop,Electronic,Pop-Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Rock",0.14825973820306,0.7101947308132874,0.6957123098201936,0.4545454545454546,0.4888213199785369,0.9862156717209205,4
299,Bruno Mars,It Will Rain,2012,3,2012-01-19,29,"Screen,Pop,Soundtrack",0.3445792223147196,0.5303550973654066,0.8287051814022768,0.1818181818181818,0.6247664041347238,0.4677128618386173,1
300,Alicia Keys,You Don't Know My Name,2004,3,2004-01-27,20,"R&;B,Rap",0.6022485452112729,0.1718213058419244,0.6457069901053303,0.8181818181818182,0.731181270391454,0.2280776163715407,0
301,Timbaland,The Way I Are,2007,3,2007-09-26,38,Rap,0.1748446683431805,0.7033218785796105,0.7957229492499203,0.5454545454545454,0.4069779633524321,0.7593044215883786,4
302,50 Cent,P.I.M.P.,2003,3,2003-08-19,25,"Gangsta Rap,Calypso,East Coast,SHADYXV,Rap",0.04539650850705494,0.6723940435280641,0.7467815725077136,0.9090909090909092,0.1848722392515064,0.9056303679355318,4
303,Katy Perry,The One That Got Away,2012,3,2012-01-12,24,"Bubblegum Pop,Dance-Pop,Pop",0.0008278956244558779,0.6620847651775486,0.7861474624960102,0.09090909090909091,0.5258019353764363,0.891846039656452,1
304,Taylor Swift,Mine,2010,3,2010-08-19,23,"Pop Country,Power Pop,Country,Pop",0.002707245685899786,0.5853379152348224,0.7457176295350569,0.6363636363636364,0.4462344038140113,0.6606934577457322,4
305,Kanye West,Love Lockdown,2008,3,2008-10-02,23,"Alternative R&;B,R&;B,Electro-Pop,Pop,Producer",0.05541698217525424,0.7411225658648338,0.4978189169060538,0.09090909090909091,0.4371866114876741,0.08175167002438766,1
306,One Direction,Drag Me Down,2015,3,2015-08-21,20,"Rock,Pop-Rock,Boy Band,UK,Pop",0.1114498349321238,0.706758304696449,0.688264709011597,0.0,0.5513479175275535,0.5938924822394231,1
307,Pearl Jam,Last Kiss,1999,3,1999-07-12,21,"Cover,Adult Alternative,Alternative Rock,Rock",0.343556725001638,0.5784650630011454,0.7286945419725502,0.6363636363636364,0.390473605980054,0.7285547661965857,4
308,Chingy,Holidae In,2003,3,2003-11-18,21,Rap,0.09130663786441702,0.7983963344788088,0.7818916906053834,0.6363636363636364,0.6435774243087722,0.9681900116636624,4
309,Nicki Minaj,Super Bass,2011,3,2011-08-11,39,"Pop,Rap",0.2750494050251735,0.695303550973654,0.8563676986913501,1.0,0.4827524531420571,0.6723571201357226,4
310,Marc Anthony,I Need To Know,1999,3,1999-11-22,40,"Latin Pop,Pop",0.4969313219638721,0.8018327605956471,0.9499946802851367,0.2727272727272727,0.4091736102973375,0.8027780723147069,1
311,Britney Spears,Gimme More,2007,3,2007-10-17,20,"Dance-Pop,Pop",0.2556219560766238,0.7731958762886597,0.8382806681561868,0.1818181818181818,0.3984605801195271,0.3680415650514262,1
312,Maroon 5,Animals,2014,3,2014-11-21,33,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop",0.0001867898091537395,0.1901489117983964,0.7297584849452069,0.3636363636363636,0.8705493434645581,0.3107835860460185,0
313,Lil Wayne,She Will,2011,3,2011-09-01,21,Rap,0.0004086717260924382,0.2875143184421535,0.8350888392382168,0.7272727272727273,0.3171476325868545,0.05216838087159367,0
314,Whitney Houston,I Will Always Love You,2012,3,2012-03-02,29,"Cover,Soundtrack,Pop,Soul Pop,Soul,R&;B",0.8629853600470709,0.2210767468499427,0.1679965953824875,0.3636363636363636,0.1126317542355633,0.07751033824620931,3
315,Imagine Dragons,Thunder,2017,4,2017-12-02,52,"Synth-Pop,Adult Alternative,Electronic Rock,Electro-Pop,Alternative Dance,Dance-Pop,Indie Rock,Alternative Pop,Alternative,Pop,Pop-Rock,Alternative Rock,Rock",0.006858584777010923,0.563573883161512,0.8148739227577403,0.0,0.7356589099476376,0.268370268264235,1
316,Lenny Kravitz,Again,2001,4,2001-03-06,32,"Soul,Producer,Singer-Songwriter,Alternative Rock,Pop-Rock,Rock",0.01513058803984075,0.5005727376861397,0.7957229492499203,0.1818181818181818,0.1877894892653834,0.7995970734810731,1
317,Sara Bareilles,Love Song,2008,4,2008-03-06,41,"Pop,Rock",0.02126557191833011,0.5383734249713631,0.7765719757421001,0.1818181818181818,0.4584584831533438,0.5705651574594421,1
318,Sam Smith,Too Good At Goodbyes,2017,4,2017-11-25,24,"Adult Contemporary,R&;B,Soul Pop,Orchestral,Soul,Ballad,UK,Pop",0.6543959081784325,0.6506300114547536,0.3360995850622407,0.4545454545454546,0.2661605165937868,0.4677128618386173,3
319,Bad Meets Evil,Lighters,2011,4,2011-09-08,22,"Pop,Rap",0.359916682010943,0.6449026345933562,0.6797531652303436,0.0,0.2562616026989188,0.1156823242498144,3
320,Portugal. The Man,Feel It Still,2017,4,2017-11-04,45,"Adult Contemporary,Alternative Dance,Electronic Rock,Adult Alternative,Pop,Pop-Rock,Funk Rock,Electronic,Indie Rock,Alternative Pop,Alternative Rock,Indie Pop,Rock",0.04263576576173473,0.7880870561282931,0.7861474624960102,0.09090909090909091,0.1869383676968527,0.7624854204220126,1
321,Jeremih,Down On Me,2011,4,2011-04-28,33,"R&;B,Rap",0.03772777865894324,0.6723940435280641,0.576550696882647,0.1818181818181818,0.6865899012575629,0.5928321492948785,1
322,Taylor Swift,...Ready For It?,2017,4,2017-09-23,20,"Electronic,Electro-Pop,Pop",0.05388323620563189,0.572737686139748,0.7531652303436536,0.1818181818181818,0.6864295450200135,0.4051532181104867,1
323,Case,Missing You,2001,4,2001-04-24,22,"R&;B,Pop",0.2914093620344784,0.5715922107674685,0.5563357804021704,0.09090909090909091,0.2318504493058425,0.7221927685293181,1
324,Jeremih,Birthday Sex,2009,4,2009-06-11,20,R&;B,0.3036793297914571,0.6483390607101948,0.4956910309607405,0.6363636363636364,0.06966861766755683,0.4348425405577351,2
325,One Direction,What Makes You Beautiful,2012,4,2012-04-20,34,"Electro-Pop,Boy Band,Power Pop,Pop-Rock,Rock,UK,Pop",0.009200103623967698,0.702176403207331,0.7776359187147569,0.3636363636363636,0.4704111903983618,0.9045700349909873,4
326,Dixie Chicks,Not Ready To Make Nice,2007,4,2007-02-28,24,"Country,Rock",0.1134948295582869,0.3837342497136311,0.4807958293435471,0.5454545454545454,0.2129222457274314,0.2132329551479165,2
327,Daughtry,It's Not Over,2007,4,2007-02-14,29,"Post-Grunge,Pop,Pop-Rock,Rock",0.05142924265423615,0.3608247422680412,0.9180763911054368,0.9090909090909092,0.5995411344587054,0.2747322659315025,0
328,Bruno Mars,The Lazy Song,2011,4,2011-06-16,27,"Pop-Rock,R&;B,Pop",0.3394667357493118,0.7159221076746849,0.7957229492499203,1.0,0.7784986955636826,0.969250344608207,4
329,The Weeknd,Call Out My Name,2018,4,2018-04-14,18,"Canada,R&;B",0.173822171030099,0.3986254295532646,0.5712309820193637,0.09090909090909091,0.5270292773484477,0.1485526455306966,3
330,P!nk,Most Girls,2000,4,2000-11-21,27,"R&;B,Dance-Pop,Pop",0.04335151388089182,0.720504009163803,0.7191190552186403,0.1818181818181818,0.3034741795619807,0.6999257766938818,1
331,Madonna,Don't Tell Me,2001,4,2001-01-30,21,"Pop,Dance,Electronic",0.051326992922928,0.6712485681557847,0.5978295563357804,0.6363636363636364,0.3160683117571959,0.6829604495811685,4
332,Eminem,The Real Slim Shady,2000,4,2000-06-20,19,"Hardcore Hip-Hop,Hip-Hop,Rap",0.03445578725708225,0.9587628865979381,0.6329396744334502,0.4545454545454546,0.3440073023763561,0.7868730781465381,4
333,Miley Cyrus,The Climb,2009,4,2009-04-30,28,"Disney,Soundtrack,Pop-Rock,Country,Pop",0.08527390371723581,0.2451317296678122,0.5659112671560804,0.3636363636363636,0.6929609779263468,0.3118439189905631,0
334,Joe,I Wanna Know,2000,4,2000-06-27,44,R&;B,0.2658469292074394,0.7010309278350515,0.4584530269177571,0.7272727272727273,0.5388462985463092,0.5981338140176016,2
335,Samantha Mumba,Gotta Tell You,2000,4,2000-12-05,22,"Ireland,Pop",0.2341495125019111,0.7056128293241696,0.7403979146717736,0.0,0.3780028247367999,0.8027780723147069,1
336,Imagine Dragons,Believer,2017,4,2017-09-09,52,"Alternative Pop,Alternative Rock,Rock,Pop-Rock,Alternative,Adult Alternative,Electro-Pop,Pop",0.06359696067990672,0.7594501718213057,0.7701883179061603,0.9090909090909092,0.4701583209468419,0.6691761213020888,4
337,Meghan Trainor,Lips Are Movin,2015,4,2015-01-09,29,"Doo-Wop,Bubblegum Pop,Pop",0.05173599184816062,0.7583046964490263,0.8180657516757102,0.6363636363636364,0.5573797790784449,0.9703106775527517,4
338,Enrique Iglesias,I Like It,2010,4,2010-09-09,38,"Electro-Pop,Pop",0.02136782164963827,0.6105383734249712,0.9404191935312267,0.9090909090909092,0.4952108992901152,0.7094687731947833,4
339,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,2015,4,2015-02-27,20,"Acoustic,Folk,Soul Pop,Pop",0.8946827767525993,0.5372279495990837,0.2297052877965741,0.1818181818181818,0.9690944189861785,0.3383522426041777,3
340,Nina Sky,Move Ya Body,2004,4,2004-08-04,26,"Dancehall,Pop",0.02065207353048117,0.8671248568155784,0.697840195765507,1.0,0.4461542256952367,0.8929063726009967,4
341,DJ Snake,Let Me Love You,2016,4,2016-10-29,33,"Electro-Pop,Tropical House,Canada,Electronic,Pop",0.08823914592517233,0.6139747995418099,0.7020959676561336,0.7272727272727273,0.3162101653519511,0.1358286501961616,2
342,Kevin Lyttle,Turn Me On,2004,4,2004-08-11,25,Pop,0.04140876898603685,0.6460481099656358,0.6659219065858071,0.8181818181818182,0.3550102072912747,0.8907857067119076,4
343,Ariana Grande,Break Free,2014,4,2014-08-29,22,"Electro-Pop,Dance,Pop",0.00654161060995564,0.6575028636884307,0.6872007660389404,0.6363636363636364,0.5010392317702712,0.2641289364860566,0
344,Taylor Swift,Love Story,2009,4,2009-01-15,49,"Pop Country,Country,Pop",0.173822171030099,0.5784650630011454,0.7286945419725502,0.1818181818181818,0.433368899524482,0.2768529318205917,1
345,Alicia Keys,If I Ain't Got You,2004,4,2004-06-30,40,R&;B,0.6165635075944148,0.56815578465063,0.4137674220661772,0.6363636363636364,0.4297238788940353,0.1390096490297954,3
346,Shawn Mendes,Stitches,2015,4,2015-11-06,52,Pop,0.01564183669638153,0.5509736540664375,0.742525800617087,0.09090909090909091,0.1508952195338567,0.7476407591983882,1
347,Flo Rida,My House,2016,4,2016-03-19,39,"Pop,Rap",0.0219813200374872,0.6586483390607101,0.6872007660389404,0.6363636363636364,0.2793158956204244,0.7476407591983882,4
348,LL Cool J,Luv U Better,2002,4,2002-11-26,22,"R&;B,Rap",0.2372170044411558,0.6345933562428407,0.8010426641132036,0.5454545454545454,0.285612961718032,0.7243134344184075,4
349,3 Doors Down,When I'm Gone,2003,4,2003-04-22,45,Rock,0.00393424246159766,0.4776632302405498,0.7574210022342802,0.6363636363636364,0.6129123776512744,0.3595589014950695,0
350,Avril Lavigne,I'm With You,2003,4,2003-02-04,27,"Pop,Ballad,Canada,Rock",0.0817974128527585,0.3940435280641467,0.3722736461325673,0.8181818181818182,0.6366882736417516,0.183543632700668,0
351,WALK THE MOON,Shut Up And Dance,2015,4,2015-06-12,53,"Adult Contemporary,Pop-Rock,Adult Alternative,Electro-Pop,Alternative,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative Rock,Rock",0.007165333970935391,0.5326460481099655,0.8616874135546334,0.09090909090909091,0.4892098754772138,0.6193404729084933,1
352,Eminem,Cleanin' Out My Closet,2002,4,2002-09-24,20,"Horrorcore,SHADYXV,Rap",0.07024319321493687,0.9106529209621992,0.7467815725077136,0.8181818181818182,0.6124189738434305,0.8854840419891847,4
353,Mike Posner,I Took A Pill In Ibiza,2016,4,2016-05-21,37,"Singer-Songwriter,Adult Alternative,Pop-Rock,Acoustic,Pop",0.6359909565429644,0.6002290950744559,0.2786466645387807,0.9090909090909092,0.1566063686096497,0.3691018979959708,2
354,Nelly,My Place,2004,4,2004-09-01,20,"Pop,Soul Pop,Soul,Hip-Hop,R&;B,Rap",0.05091799399769537,0.5578465063001145,0.6223002447068836,0.09090909090909091,0.70578330938269,0.6437281306330187,1
355,Florida Georgia Line,Cruise,2013,4,2013-07-05,54,"Producer,Dirty South,Pop,Pop Country,Hip-Hop,Remix,Rap,Country",0.01952732648609146,0.3940435280641467,0.94893073731248,0.9090909090909092,0.6123264606294598,0.8939667055455414,4
356,Dr. Dre,I Need A Doctor,2011,4,2011-03-03,20,"West Coast,Rap",0.08885264431302127,0.5509736540664375,0.9468028513671667,0.2727272727272727,0.660593688131788,0.383946559219595,1
357,Kendrick Lamar,DNA.,2017,4,2017-05-06,20,"Politics,Producer,News,Conscious Hip-Hop,Trap,West Coast,Rap",0.004639765607623936,0.6013745704467354,0.4967549739333972,0.09090909090909091,0.5624495032040409,0.4104548828332096,1
358,Harry Styles,Sign Of The Times,2017,4,2017-04-29,13,"Ballad,Piano,Alternative Pop,Pop-Rock,UK,Pop",0.02811630391597657,0.4616265750286369,0.573358867964677,0.4545454545454546,0.439462436551354,0.1983882939242922,0
359,Akon,Lonely,2005,4,2005-05-11,20,"Soul,Rap,R&;B",0.3384442384362302,0.5910652920962199,0.5063304606873071,0.4545454545454546,0.2552131196072505,0.6193404729084933,4
360,Ginuwine,Differences,2001,4,2001-10-30,30,"Soul,Soul Pop,Pop,R&;B",0.3251517733661699,0.5143184421534938,0.5722949249920204,0.2727272727272727,0.08732013889317192,0.4115152157777542,3
361,Drake,"Hold On, We're Going Home",2013,4,2013-10-11,33,"R&;B,Canada",0.004240991655522128,0.7594501718213057,0.3797212469411639,0.5454545454545454,0.3163026785659218,0.2673099353196904,2
362,The Weeknd,I Feel It Coming,2017,4,2017-04-15,26,"Alternative R&;B,Canada,House,R&;B,Electro-Pop,Pop",0.4376264778051416,0.7560137457044673,0.8116820938397702,0.0,0.2730311646180129,0.5832891527939772,1
363,Lady Gaga,Applause,2013,4,2013-09-06,23,"Eurodance,Electronic,Pop",0.02842305310990103,0.6357388316151201,0.768060431960847,0.6363636363636364,0.5626036918939921,0.7402184285865763,4
364,112,Peaches & Cream,2001,4,2001-07-03,29,R&;B,0.002829945363469573,0.6460481099656358,0.4935631450154272,0.3636363636363636,0.9568580045516499,0.7773300816456368,1
365,Ariana Grande,Side To Side,2016,4,2016-12-17,28,"Reggae,Rap,Pop",0.05398548593694005,0.6151202749140894,0.7233748271092669,0.5454545454545454,0.6812364699424567,0.6129784752412257,0
366,Bruno Mars,24K Magic,2016,4,2016-12-24,41,"Funk-Pop,Funk,Pop",0.03476253645100671,0.8075601374570446,0.7946590062772635,0.09090909090909091,0.3592719826815263,0.633124801187573,1
367,Creed,My Sacrifice,2002,4,2002-02-05,29,"Hard Rock,Rock",0.0001009000348548884,0.2336769759450172,0.8712629003085435,0.1818181818181818,0.6017429489512085,0.2386809458169866,1
368,P!nk,Get The Party Started,2002,4,2002-01-29,24,"Dance-Pop,Dance,Pop",0.001101924904361736,0.7892325315005727,0.9021172465155868,1.0,0.4947174954822715,0.9819743399427421,4
369,"DJ Snake, Lil Jon",Turn Down For What,2014,4,2014-06-13,37,"Screen,Soundtrack,Memes,Electronic,Pop,Rap,Producer",0.001091699931230921,0.8075601374570446,0.790403234386637,0.09090909090909091,0.3163705215895002,0.04941151521577776,1
370,The Game,How We Do,2005,4,2005-03-16,28,"West Coast,Rap",0.04652125555144466,0.8579610538373424,0.6297478455154804,0.3636363636363636,0.3040230912982071,0.6384264659102958,1
371,"A Great Big World, Christina Aguilera",Say Something,2014,4,2014-01-03,26,"Piano,Acoustic,Adult Contemporary,Indie Pop,Pop,Ballad",0.8865027982479468,0.3894616265750286,0.09564847324183424,0.1818181818181818,0.5500650676271595,0.06001484466122362,3
372,Lady Gaga,Million Reasons,2017,4,2017-02-25,20,"Pop Country,Pop",0.5051113004685247,0.6334478808705611,0.3903606766677306,0.0,0.5006321736287997,0.1262856536952603,3
373,Katy Perry,Chained To The Rhythm,2017,4,2017-03-04,15,"Disco,Dancehall,Pop",0.08322890909107268,0.3814432989690721,0.7914671773592936,0.0,0.870685029511715,0.4655921959495281,1
374,M.I.A.,Paper Planes,2008,4,2008-09-25,20,"Trap,Rock,Pop,Rap",0.03374003913792515,0.3825887743413516,0.8425364400468135,0.1818181818181818,0.7618709872393441,0.4772558583395186,1
375,Smash Mouth,All Star,1999,4,1999-08-09,30,"Punk Rock,Ska,Ska Punk,Screen,Pop-Rock,Soundtrack,Power Pop,Memes,Pop-Punk,Alternative Rock,Rock",0.0403862716729553,0.7079037800687284,0.8627513565272901,1.0,0.341071549719685,0.7858127452019934,4
376,Montell Jordan,Get It On Tonite,2000,4,2000-02-07,32,R&;B,0.2648244318943578,0.7949599083619703,0.4701563996169805,0.9090909090909092,0.3101227958726772,0.871699713710105,4
377,Panic! At The Disco,High Hopes,2019,4,2019-01-26,47,"Adult Alternative,Rock,Power Pop,Pop-Rock,Alternative,Alternative Rock,Classical Crossover,Electro-Pop,Alternative Pop,Pop",0.1973396092309749,0.533791523482245,0.9021172465155868,0.4545454545454546,0.2053546648246257,0.6850811154702576,4
378,Kings Of Leon,Use Somebody,2009,4,2009-09-10,57,"Pop-Rock,Pop,Rock",0.005641812974443866,0.1867124856815578,0.7010320246834769,0.0,0.5446561283836706,0.1464319796416075,1
379,J. Cole,Middle Child,2019,4,2019-02-09,23,"Trap,East Coast,Rap",0.1963171119178933,0.8327605956471935,0.4552611979997871,0.7272727272727273,0.476782267067146,0.5058848478422224,2
380,Whitney Houston,My Love Is Your Love,1999,4,1999-12-27,28,"R&;B,Rock",0.05695072814487658,0.7525773195876289,0.4456857112458772,0.6363636363636364,0.208419935980856,0.4655921959495281,2
381,Kardinal Offishall,Dangerous,2008,5,2008-09-04,27,Rap,0.004465941064400071,0.9576174112256586,0.7808277476327269,0.7272727272727273,0.4211448201851497,0.8186830664828757,4
382,Ella Mai,Boo'd Up,2018,5,2018-07-21,35,"UK,R&;B",0.1615522032731203,0.3253150057273769,0.8372167251835301,0.9090909090909092,0.2003404486274123,0.1962676280352031,2
